YearStart,LocationAbbr,ObesityRate,PhysicalActivityRate
2013,WY,32.56,32.3576
2014,AK,32.31923076923077,21.299999999999997
2014,AL,33.414,27.136
2014,AR,35.39,30.428
2014,AZ,31.59259259259259,22.062962962962963
2014,CA,29.774074074074072,22.31851851851852
2014,CO,28.82777777777778,18.788888888888888
2014,CT,30.29423076923077,22.334615384615386
2014,DC,27.954,23.22
2014,DE,33.082,25.936
2014,FL,30.674,23.86
2014,GA,32.66,23.824
2014,GU,31.5,26.768
2014,HI,29.72307692307692,19.79615384615385
2014,IA,32.226,24.024
2014,ID,32.729166666666664,20.220833333333335
2014,IL,31.104,24.84
2014,IN,32.68269230769231,26.634615384615383
2014,KS,32.99230769230769,25.026923076923076
2014,KY,32.986,28.264
2014,LA,34.37307692307692,29.073076923076922
2014,MA,29.39814814814815,22.774074074074072
2014,MD,32.724074074074075,22.98888888888889
2014,ME,31.891666666666666,20.05
2014,MI,32.29615384615385,27.034615384615385
2014,MN,32.10192307692308,22.6037037037037
2014,MO,31.86730769230769,25.653846153846153
2014,MS,35.29772727272727,31.35454545454546
2014,MT,31.516666666666666,20.533333333333335
2014,NC,32.46730769230769,23.433333333333334
2014,ND,34.17173913043479,22.445833333333336
2014,NE,33.11346153846154,23.31153846153846
2014,NH,31.037499999999998,20.48
2014,NJ,31.54074074074074,25.937037037037037
2014,NM,32.61296296296296,22.96666666666667
2014,NV,31.515384615384615,22.97307692307692
2014,NY,30.392,26.748
2014,OH,33.16851851851852,26.67037037037037
2014,OK,33.49423076923077,28.799999999999997
2014,OR,30.23125,17.366666666666667
2014,PA,31.174,24.616
2014,PR,32.88095238095238,38.00476190476191
2014,RI,30.930769230769233,23.53846153846154
2014,SC,32.925000000000004,25.907692307692308
2014,SD,32.84583333333333,22.474999999999998
2014,TN,33.45,26.541666666666668
2014,TX,33.50192307692308,28.003846153846155
2014,US,31.667857142857144,24.485714285714288
2014,UT,29.642307692307693,18.580769230769228
2014,VA,31.923076923076923,24.79615384615385
2014,VT,30.313636363636363,19.38695652173913
2014,WA,31.25,20.366666666666667
2014,WI,33.370370370370374,23.02592592592593
2014,WV,35.1695652173913,28.30416666666667
2014,WY,32.385999999999996,23.86
2015,AK,33.16346153846154,34.73253968253968
2015,AL,34.484,29.5664
2015,AR,34.634,29.68
2015,AZ,32.449999999999996,32.64666666666667
2015,CA,30.36851851851852,33.92296296296296
2015,CO,28.14074074074074,35.0762962962963
2015,CT,31.003703703703703,32.01384615384615
2015,DC,27.986538461538462,33.1304
2015,DE,33.67391304347826,31.19913043478261
2015,FL,31.326923076923077,32.69384615384615
2015,GA,32.461999999999996,30.5152
2015,GU,33.494,33.1104
2015,HI,28.921999999999997,34.6376
2015,IA,33.24130434782609,30.02173913043478
2015,ID,32.733333333333334,31.604166666666668
2015,IL,32.618,30.86
2015,IN,33.1,28.8432
2015,KS,33.67115384615385,30.733076923076926
2015,KY,32.948,31.2472
2015,LA,34.577083333333334,30.636974789915968
2015,MA,29.842307692307692,31.752307692307692
2015,MD,31.60925925925926,32.839999999999996
2015,ME,33.13333333333333,32.01
2015,MI,32.57962962962963,32.19777777777777
2015,MN,31.225,32.45
2015,MO,32.804,31.308799999999998
2015,MS,35.05227272727273,27.834545454545456
2015,MT,31.09375,35.635
2015,NC,32.75769230769231,29.85076923076923
2015,ND,33.51304347826087,29.363478260869567
2015,NE,32.78076923076923,31.37461538461538
2015,NH,31.583333333333332,33.72833333333333
2015,NJ,31.582692307692305,31.051145038167938
2015,NM,32.326,34.4336
2015,NV,32.004,35.022400000000005
2015,NY,29.734615384615385,30.577692307692306
2015,OH,32.45192307692308,31.310000000000002
2015,OK,34.516,30.2096
2015,OR,32.294000000000004,34.09672131147541
2015,PA,33.382,31.0448
2015,PR,33.46190476190476,24.48095238095238
2015,RI,31.028846153846153,30.75769230769231
2015,SC,32.353846153846156,31.47769230769231
2015,SD,31.89375,31.351666666666667
2015,TN,34.144,29.49016393442623
2015,TX,34.27307692307692,29.317692307692308
2015,US,32.153571428571425,32.06928571428571
2015,UT,29.93148148148148,33.024
2015,VA,31.809615384615384,31.880769230769232
2015,VT,30.537499999999998,33.77166666666667
2015,WA,31.323214285714283,33.628571428571426
2015,WI,33.236,32.547200000000004
2015,WV,35.56521739130435,29.531304347826087
2015,WY,32.82608695652174,34.584347826086955
2016,AK,32.69166666666667,20.087500000000002
2016,AL,34.51,29.344
2016,AR,33.914,32.732
2016,AZ,31.18148148148148,24.066666666666666
2016,CA,30.92037037037037,20.607407407407408
2016,CO,29.09259259259259,17.448148148148146
2016,CT,31.088461538461537,23.62222222222222
2016,DC,27.468000000000004,18.292
2016,DE,32.996,27.932
2016,FL,31.053703703703704,29.960714285714285
2016,GA,32.432,30.408
2016,GU,32.368,28.248
2016,HI,29.501923076923074,22.192307692307693
2016,IA,33.59375,23.90833333333333
2016,ID,32.295833333333334,22.7625
2016,IL,31.712,24.971999999999998
2016,IN,33.25,27.226923076923075
2016,KS,33.08846153846154,25.392307692307693
2016,KY,34.268,29.79615384615385
2016,LA,34.611999999999995,29.212
2016,MA,30.450000000000003,22.361538461538462
2016,MD,31.937037037037037,24.74814814814815
2016,ME,32.447916666666664,21.695833333333336
2016,MI,33.51538461538461,24.9
2016,MN,32.457692307692305,20.576923076923077
2016,MO,33.13461538461539,26.442307692307693
2016,MS,35.493478260869566,30.460869565217394
2016,MT,31.581999999999997,21.516
2016,NC,33.09230769230769,23.700000000000003
2016,ND,33.55416666666667,24.476
2016,NE,34.3,24.803846153846152
2016,NH,30.95625,21.02
2016,NJ,31.814,31.98
2016,NM,32.528,19.944000000000003
2016,NV,31.237037037037037,24.933333333333334
2016,NY,30.194444444444443,27.86296296296296
2016,OH,32.89807692307692,26.292307692307695
2016,OK,33.86346153846154,28.346153846153847
2016,OR,30.933333333333334,18.535999999999998
2016,PA,32.114000000000004,23.491999999999997
2016,PR,33.207142857142856,39.2
2016,RI,31.828000000000003,26.334615384615386
2016,SC,33.30185185185185,27.29259259259259
2016,SD,33.572916666666664,19.658333333333335
2016,TN,34.12916666666667,29.316
2016,TX,33.78653846153846,25.18846153846154
2016,US,32.15714285714286,24.907142857142855
2016,UT,29.767307692307693,17.507692307692306
2016,VA,32.75,25.4
2016,VI,32.57608695652174,25.530434782608697
2016,VT,30.831999999999997,21.131999999999998
2016,WA,31.712962962962962,19.433333333333334
2016,WI,33.106,22.00769230769231
2016,WV,35.42173913043479,28.27391304347826
2016,WY,31.870454545454546,24.869565217391305
2017,AK,33.15208333333333,34.8375
2017,AL,35.484,28.6056
2017,AR,35.75,29.6112
2017,AZ,32.32222222222222,32.447407407407404
2017,CA,30.99259259259259,34.47037037037037
2017,CO,29.566666666666666,35.175555555555555
2017,CT,31.36730769230769,32.04538461538461
2017,DC,27.315384615384616,29.423076923076923
2017,DE,33.622,30.200826446280992
2017,FL,31.677777777777777,32.316296296296294
2017,GA,32.17115384615385,31.030708661417325
2017,GU,33.205999999999996,32.5792
2017,HI,29.950000000000003,34.872307692307686
2017,IA,34.216,30.7112
2017,ID,32.86521739130435,33.61304347826087
2017,IL,32.352,31.388
2017,IN,33.70192307692308,29.80923076923077
2017,KS,33.13269230769231,30.889230769230767
2017,KY,33.648,30.8688
2017,LA,35.19,30.2728
2017,MA,30.721999999999998,30.916
2017,MD,32.88148148148148,30.861481481481484
2017,ME,32.639583333333334,31.96833333333333
2017,MI,33.12307692307692,31.357692307692307
2017,MN,32.582692307692305,31.512307692307694
2017,MO,33.198076923076925,30.504615384615384
2017,MS,34.975,29.956302521008404
2017,MT,31.46875,33.1925
2017,NC,33.318000000000005,29.884
2017,ND,34.418,29.4288
2017,NE,34.01153846153846,30.371538461538464
2017,NH,31.964583333333334,31.914166666666667
2017,NJ,30.97037037037037,31.83555555555556
2017,NM,32.788000000000004,34.032
2017,NV,32.9,30.712307692307693
2017,NY,30.36730769230769,30.645384615384614
2017,OH,33.14807692307692,30.78076923076923
2017,OK,35.169230769230765,28.21171875
2017,OR,31.95576923076923,33.28153846153847
2017,PA,33.278,32.4088
2017,PR,33.635714285714286,20.04
2017,RI,32.43846153846154,30.927692307692308
2017,SC,33.51111111111111,30.972592592592594
2017,SD,34.425000000000004,30.3175
2017,TN,33.775999999999996,29.9528
2017,TX,34.669230769230765,28.435384615384613
2017,US,32.46964285714286,31.762857142857143
2017,UT,30.03,32.15
2017,VA,32.996153846153845,32.24076923076923
2017,VT,31.335416666666664,34.50869565217391
2017,WA,31.08703703703704,33.61407407407407
2017,WI,33.21730769230769,33.48538461538462
2017,WV,35.869565217391305,29.838260869565218
2017,WY,31.995833333333334,33.77333333333333
2018,AK,31.27,21.364
2018,AL,34.768,30.664
2018,AR,35.484,30.535999999999998
2018,AZ,32.28333333333333,22.737037037037037
2018,CA,31.364814814814817,21.72222222222222
2018,CO,29.192592592592593,18.91111111111111
2018,CT,32.284615384615385,24.20384615384615
2018,DC,28.855999999999998,22.988000000000003
2018,DE,33.606,28.256
2018,FL,32.18333333333334,27.133333333333333
2018,GA,33.19423076923077,26.78518518518519
2018,GU,30.984,28.424
2018,HI,30.357692307692307,20.773076923076925
2018,IA,34.39,24.964000000000002
2018,ID,31.731818181818184,22.14090909090909
2018,IL,32.652,26.496
2018,IN,32.81296296296296,27.74814814814815
2018,KS,33.917307692307695,23.896153846153844
2018,KY,33.814,31.516
2018,LA,34.496,31.21923076923077
2018,MA,31.174999999999997,24.87307692307692
2018,MD,32.74629629629629,24.95925925925926
2018,ME,32.893750000000004,24.141666666666666
2018,MI,33.279629629629625,25.00740740740741
2018,MN,32.926923076923075,23.12222222222222
2018,MO,33.836,27.736
2018,MS,36.64090909090909,31.94090909090909
2018,MT,32.10208333333333,23.712500000000002
2018,NC,34.198,24.873076923076926
2018,ND,35.308,24.195999999999998
2018,NE,33.69615384615385,26.71153846153846
2018,NH,32.095652173913045,24.400000000000002
2018,NJ,31.31458333333333,29.9375
2018,NM,33.438,22.256
2018,NV,33.426,26.207692307692305
2018,NY,31.416071428571428,25.357142857142858
2018,OH,32.86346153846154,26.903846153846153
2018,OK,34.284615384615385,27.18846153846154
2018,OR,31.892307692307693,20.83076923076923
2018,PA,32.37,25.688000000000002
2018,PR,34.892857142857146,44.44285714285714
2018,RI,32.19423076923077,27.734615384615385
2018,SC,34.04259259259259,25.77037037037037
2018,SD,33.40416666666667,25.104166666666668
2018,TN,34.15,32.152
2018,TX,34.30925925925926,26.22962962962963
2018,US,32.878571428571426,25.142857142857142
2018,UT,31.376923076923074,19.853846153846156
2018,VA,32.934615384615384,23.388461538461538
2018,VT,30.162,21.24
2018,WA,31.6875,19.400000000000002
2018,WI,34.70384615384615,25.503846153846155
2018,WV,35.86521739130435,27.786956521739132
2018,WY,31.952272727272728,23.416666666666668
2019,AK,33.12291666666667,35.34583333333333
2019,AL,34.85,30.412
2019,AR,34.832692307692305,32.74573643410852
2019,AZ,32.70740740740741,34.76740740740741
2019,CA,31.72407407407407,33.81333333333333
2019,CO,29.265384615384615,35.75923076923077
2019,CT,33.51923076923077,34.51538461538462
2019,DC,28.758333333333336,34.15
2019,DE,33.726,34.150400000000005
2019,FL,31.675925925925927,36.27777777777778
2019,GA,32.67884615384615,33.66641221374046
2019,GU,33.38,32.6256
2019,HI,29.798076923076923,35.793076923076924
2019,IA,33.334,31.3376
2019,ID,31.854166666666668,34.645833333333336
2019,IL,32.69,33.1712
2019,IN,33.964814814814815,32.73777777777778
2019,KS,34.77884615384615,32.00076923076924
2019,KY,36.056,27.339344262295082
2019,LA,35.528,32.1032
2019,MA,29.752,32.8344
2019,MD,33.220370370370375,33.26222222222222
2019,ME,32.438,33.36694214876033
2019,MI,34.550000000000004,33.40888888888889
2019,MN,32.77777777777778,35.03333333333333
2019,MO,34.071999999999996,29.4592
2019,MS,36.345454545454544,28.972727272727273
2019,MT,32.31666666666667,38.80916666666667
2019,NC,34.90769230769231,31.364615384615384
2019,ND,34.91458333333333,31.6825
2019,NE,33.978846153846156,31.723076923076924
2019,NH,33.732608695652175,36.36846846846847
2019,NM,33.246,36.212
2019,NV,33.848,31.4872
2019,NY,31.62777777777778,33.762962962962966
2019,OH,34.292307692307695,32.878625954198476
2019,OK,35.91538461538461,27.54031007751938
2019,OR,32.0,34.701550387596896
2019,PA,33.308,32.536
2019,PR,34.58095238095238,23.64095238095238
2019,RI,32.25769230769231,33.25615384615385
2019,SC,34.25,33.15853658536585
2019,SD,35.520833333333336,31.33
2019,TN,34.728,32.9224
2019,TX,34.540740740740745,33.44222222222222
2019,US,33.25178571428571,33.46071428571429
2019,UT,31.448076923076922,33.53076923076923
2019,VA,33.09615384615385,32.65348837209302
2019,VT,29.25208333333333,38.535
2019,WA,31.712962962962962,35.05555555555556
2019,WI,34.758,34.463934426229514
2019,WV,35.95434782608696,31.106956521739132
2019,WY,32.00625,35.793103448275865
2020,AK,33.166,23.707692307692305
2020,AL,36.466,29.212
2020,AR,33.22,29.615384615384617
2020,AZ,33.090740740740735,23.35925925925926
2020,CA,32.226,21.842307692307692
2020,CO,29.78518518518519,18.90740740740741
2020,CT,32.482692307692304,22.734615384615385
2020,DC,29.58,21.511999999999997
2020,DE,33.888000000000005,26.68
2020,FL,31.544444444444448,27.46666666666667
2020,GA,32.99814814814815,26.692592592592593
2020,GU,33.408,25.288
2020,HI,29.471153846153847,19.98076923076923
2020,IA,35.114000000000004,26.148000000000003
2020,ID,33.18541666666667,22.2
2020,IL,34.199999999999996,27.150000000000002
2020,IN,33.416666666666664,28.07037037037037
2020,KS,34.699999999999996,24.38888888888889
2020,KY,34.768750000000004,31.412499999999998
2020,LA,35.35208333333333,29.68
2020,MA,30.066,22.653846153846153
2020,MD,33.025925925925925,23.22222222222222
2020,ME,32.59,22.968000000000004
2020,MI,34.566,21.88076923076923
2020,MN,33.62692307692308,22.47407407407407
2020,MO,34.205769230769235,27.107692307692307
2020,MS,36.336363636363636,29.7304347826087
2020,MT,32.15208333333333,20.2
2020,NC,34.31153846153846,24.28076923076923
2020,ND,35.32173913043478,26.233333333333334
2020,NE,34.503846153846155,23.503846153846155
2020,NH,32.464,22.661538461538463
2020,NJ,32.496153846153845,23.544444444444448
2020,NM,34.294000000000004,23.636
2020,NV,31.828000000000003,26.148000000000003
2020,NY,31.074074074074073,28.00740740740741
2020,OH,34.17777777777778,25.825925925925926
2020,OK,34.908,29.424
2020,OR,32.05,19.823076923076922
2020,PA,33.138000000000005,26.26
2020,PR,34.00476190476191,43.457142857142856
2020,RI,31.946153846153848,25.903846153846153
2020,SC,34.706250000000004,28.0625
2020,SD,34.702083333333334,23.695833333333336
2020,TN,35.041666666666664,25.176
2020,TX,34.32592592592592,26.51111111111111
2020,US,33.292857142857144,24.90357142857143
2020,UT,30.878846153846155,18.307692307692307
2020,VA,33.40769230769231,22.84444444444444
2020,VT,31.327083333333334,20.16
2020,WA,32.158928571428575,20.40357142857143
2020,WI,33.76153846153846,24.115384615384617
2020,WV,35.168749999999996,28.933333333333334
2020,WY,33.60208333333333,23.708333333333332
2021,AK,33.49444444444445,21.762962962962963
2021,AL,36.266666666666666,31.445833333333336
2021,AR,35.02,30.776
2021,AZ,34.022222222222226,23.81851851851852
2021,CA,32.35,21.142307692307693
2021,CO,30.58888888888889,19.25925925925926
2021,CT,32.978846153846156,25.53076923076923
2021,DC,28.094,18.607692307692307
2021,DE,34.066,29.344
2021,GA,33.492592592592594,25.38148148148148
2021,GU,32.478,29.596
2021,HI,30.91923076923077,20.592307692307692
2021,IA,34.78846153846154,26.565384615384616
2021,ID,34.05833333333333,21.929166666666664
2021,IL,34.42916666666667,28.991666666666664
2021,IN,34.290740740740745,27.348148148148148
2021,KS,35.083333333333336,25.244444444444444
2021,KY,36.112500000000004,30.954166666666666
2021,LA,35.333333333333336,28.615384615384617
2021,MA,31.142,24.503846153846155
2021,MD,33.983333333333334,24.85925925925926
2021,ME,32.95,29.342307692307692
2021,MI,33.898148148148145,24.425925925925927
2021,MN,33.55384615384615,22.84444444444444
2021,MO,34.38333333333333,25.855555555555558
2021,MS,36.31136363636364,31.468181818181815
2021,MT,33.36875,21.675
2021,NC,34.309615384615384,23.450000000000003
2021,ND,35.614000000000004,27.444000000000003
2021,NE,35.396153846153844,26.4
2021,NH,32.414,22.612
2021,NJ,33.02884615384615,26.053846153846152
2021,NM,34.69423076923077,23.023076923076925
2021,NV,33.364000000000004,25.28
2021,NY,32.23148148148148,27.40357142857143
2021,OH,35.257407407407406,27.8
2021,OK,36.194,28.976
2021,OR,32.34,21.92
2021,PA,32.838,25.468000000000004
2021,PR,36.10952380952381,44.17619047619048
2021,RI,33.07115384615385,26.865384615384617
2021,SC,34.827777777777776,25.788888888888888
2021,SD,36.55625,22.64
2021,TN,35.044230769230765,28.907692307692308
2021,TX,34.17962962962963,25.28518518518519
2021,US,33.846428571428575,24.86785714285714
2021,UT,31.523076923076925,19.46666666666667
2021,VA,33.775,22.522222222222222
2021,VI,32.81956521739131,22.769565217391307
2021,VT,30.578000000000003,20.836
2021,WA,32.7875,20.775000000000002
2021,WI,33.80576923076923,22.534615384615385
2021,WV,36.52916666666667,30.054166666666664
2021,WY,34.99782608695652,24.145833333333332
2022,AK,33.91153846153846,23.615384615384617
2022,AL,35.79,30.031999999999996
2022,AR,35.592,31.776
2022,AZ,33.61730769230769,24.03076923076923
2022,CA,31.805555555555557,22.61111111111111
2022,CO,30.515384615384615,19.400000000000002
2022,CT,33.45,25.164
2022,DC,28.414,18.908
2022,DE,35.458,25.568
2022,FL,32.50192307692308,25.838461538461537
2022,GA,33.98076923076923,25.5
2022,GU,33.544000000000004,27.788
2022,HI,30.859615384615385,22.096153846153847
2022,IA,35.264,27.788
2022,ID,34.38125,23.520833333333332
2022,IL,33.3,24.535999999999998
2022,IN,34.598,28.838461538461537
2022,KS,34.225,25.23846153846154
2022,KY,35.6695652173913,27.420833333333334
2022,LA,35.684,28.423076923076923
2022,MA,31.278000000000002,23.97307692307692
2022,MD,33.434615384615384,22.942307692307693
2022,ME,33.518,25.048000000000002
2022,MI,33.08653846153846,25.226923076923075
2022,MN,34.13461538461539,23.096153846153847
2022,MO,34.97692307692308,26.930769230769233
2022,MS,35.93478260869565,32.40869565217391
2022,MT,32.89791666666667,20.816666666666666
2022,NC,34.55384615384615,24.6
2022,ND,35.404,24.668000000000003
2022,NE,34.809615384615384,26.996153846153845
2022,NH,32.889583333333334,22.2625
2022,NJ,33.068000000000005,25.596
2022,NM,35.077083333333334,25.18
2022,NV,33.564,27.207692307692305
2022,NY,31.926923076923078,27.28518518518519
2022,OH,34.73653846153846,27.196153846153848
2022,OK,35.753846153846155,30.06153846153846
2022,OR,33.304,20.71153846153846
2022,PA,33.506,23.712
2022,PR,35.602380952380955,40.94761904761905
2022,RI,33.55,26.416
2022,SC,34.26923076923077,26.765384615384615
2022,SD,35.904,24.91923076923077
2022,TN,35.30833333333333,28.996
2022,TX,34.830769230769235,25.942307692307693
2022,US,33.63333333333333,24.933333333333334
2022,UT,32.826,19.634615384615383
2022,VA,33.31730769230769,23.034615384615385
2022,VI,33.74782608695652,24.539130434782606
2022,VT,30.88076923076923,21.726923076923075
2022,WA,33.66481481481482,19.88888888888889
2022,WI,35.082692307692305,23.450000000000003
2022,WV,36.979166666666664,30.370833333333334
2022,WY,34.76304347826087,24.669565217391302
2023,AK,33.771153846153844,41.33384615384615
2023,AL,36.108333333333334,36.85
2023,AR,35.861999999999995,37.4224
2023,AZ,33.342592592592595,40.60592592592593
2023,CA,32.1,39.85182481751825
2023,CO,30.02037037037037,42.083703703703705
2023,CT,32.88846153846154,38.143076923076926
2023,DC,28.482,42.104800000000004
2023,DE,35.598,38.283199999999994
2023,FL,32.56481481481482,39.73259259259259
2023,GA,33.85576923076923,38.874242424242425
2023,GU,34.61,38.9616
2023,HI,30.807692307692307,41.2876923076923
2023,IA,35.686,36.2528
2023,ID,33.641666666666666,39.62540983606557
2023,IL,35.312,37.3408
2023,IN,35.22962962962963,39.71037037037037
2023,KS,34.55,36.95909090909091
2023,LA,36.184,38.279844961240315
2023,MA,31.03846153846154,39.393076923076926
2023,MD,34.69814814814815,38.29185185185185
2023,ME,33.82592592592592,40.92045454545455
2023,MI,33.73076923076923,39.376335877862594
2023,MN,33.290740740740745,39.16740740740741
2023,MO,34.408,34.818897637795274
2023,MS,35.915217391304346,35.568695652173915
2023,MT,32.925000000000004,41.65416666666667
2023,NC,34.524,35.8464
2023,ND,35.226,39.98682170542636
2023,NE,35.465384615384615,37.54503816793893
2023,NH,33.704,41.420325203252034
2023,NJ,32.348076923076924,39.099230769230765
2023,NM,34.589130434782604,39.73391304347826
2023,NV,32.98,39.40806451612904
2023,NY,32.035185185185185,38.870370370370374
2023,OH,34.40555555555556,39.4762962962963
2023,OK,34.90769230769231,34.431538461538466
2023,OR,33.470370370370375,40.65378787878788
2023,PR,35.62380952380953,26.02952380952381
2023,RI,33.03653846153846,37.96615384615385
2023,SC,34.846296296296295,40.099259259259256
2023,SD,34.704166666666666,38.06916666666667
2023,TN,35.38333333333333,38.04628099173554
2023,TX,34.507407407407406,39.26148148148148
2023,US,33.67857142857143,39.190000000000005
2023,UT,32.34444444444444,40.1390977443609
2023,VA,34.094,40.1768
2023,VI,34.954166666666666,38.843801652892566
2023,VT,31.58,40.78897637795276
2023,WA,33.558928571428574,39.892857142857146
2023,WI,34.89807692307692,37.37923076923077
